name,station_name_combined,station_number,district,religion,gender,to_register,from_register,room,station_name,maps,coordinates
ناخبات الطائفة سني من سجل ٤٤٧٣ إلى سجل ٤٦٠٥,مدرسة رأس النبع الأولى للبنات ( عزيزة طيارة)) غرفة رقم ٩,234,المزرعة,سني,أنثى,4605,4473,غرفة رقم ٩,مدرسة رأس النبع الاولى للبنات ( عزيزة طيارة),https://maps.app.goo.gl/xtx1scfUjRbyFgv68,"33.88263432651344, 35.50968359848348"
ناخبات الطائفة سني من سجل ٤٦٠٦ إلى سجل ٤٧٤٤,مدرسة رأس النبع الأولى للبنات ( عزيزة طيارة)) غرفة رقم ١٠,235,المزرعة,سني,أنثى,4744,4606,غرفة رقم ١٠,مدرسة رأس النبع الاولى للبنات ( عزيزة طيارة),https://maps.app.goo.gl/xtx1scfUjRbyFgv68,"33.88263432651344, 35.50968359848348"
ناخبو الطائفة شيعي من سجل ١ إلى سجل ٦١,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ١",341,المصيطبة,شيعي,ذكر,61,1,"غرفة
 رقم ١",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٦٢ إلى سجل ١٣٦,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٢",342,المصيطبة,شيعي,ذكر,136,62,"غرفة
 رقم ٢",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ١٣٩ إلى سجل ٢٠٦,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٣",343,المصيطبة,شيعي,ذكر,206,139,"غرفة
 رقم ٣",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٢٠٧ إلى سجل ٢٥٧,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٤",344,المصيطبة,شيعي,ذكر,257,207,"غرفة
 رقم ٤",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٢٥٨ إلى سجل ٣٤٦,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٥",345,المصيطبة,شيعي,ذكر,346,258,"غرفة
 رقم ٥",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٣٥٠ إلى سجل ٤٤٢,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٦",346,المصيطبة,شيعي,ذكر,442,350,"غرفة
 رقم ٦",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٤٤٣ إلى سجل ٥٢٤,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٧",347,المصيطبة,شيعي,ذكر,524,443,"غرفة
 رقم ٧",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٥٢٦ إلى سجل ٦٥٢,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٨",348,المصيطبة,شيعي,ذكر,652,526,"غرفة
 رقم ٨",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة شيعي من سجل ٦٥٣ إلى سجل ٩١٩,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ٩",349,المصيطبة,شيعي,ذكر,919,653,"غرفة
 رقم ٩",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبات الطائفة شيعي من سجل ١ إلى سجل ٥٧,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ١٠",350,المصيطبة,شيعي,أنثى,57,1,"غرفة
 رقم ١٠",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبات الطائفة شيعي من سجل ٥٩ إلى سجل ١٣١,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ١١",351,المصيطبة,شيعي,أنثى,131,59,"غرفة
 رقم ١١",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبات الطائفة شيعي من سجل ١٣٢ إلى سجل ١٩٥,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ١٢",352,المصيطبة,شيعي,أنثى,195,132,"غرفة
 رقم ١٢",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبات الطائفة شيعي من سجل ١٩٦ إلى سجل ٢٣٨,"مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية غرفة
 رقم ١٣",353,المصيطبة,شيعي,أنثى,238,196,"غرفة
 رقم ١٣",مدرسة رمل الظريف المختلطة الرسمية  –  شارع الزيدانية,https://maps.app.goo.gl/nhedVtHv5qVtrva18,"33.89216433889194, 35.4882364286167"
ناخبو الطائفة ارمن كاثوليك من سجل ٣ إلى سجل ٢٥٤,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ١,62,اشرفية,ارمن كاثوليك,ذكر,254,3,غرفة رقم ١,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبو الطائفة ارمن كاثوليك من سجل ٢٥٥ إلى سجل ٥٠٣,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ٢,63,اشرفية,ارمن كاثوليك,ذكر,503,255,غرفة رقم ٢,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبات الطائفة ارمن كاثوليك من سجل ٢ إلى سجل ٢٢٤,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ٣,64,اشرفية,ارمن كاثوليك,أنثى,224,2,غرفة رقم ٣,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبات الطائفة ارمن كاثوليك من سجل ٢٢٦ إلى سجل ٤٧٣,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ٤,65,اشرفية,ارمن كاثوليك,أنثى,473,226,غرفة رقم ٤,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبات الطائفة ارمن كاثوليك من سجل ٤٧٤ إلى سجل ٦٨٦,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ٥,66,اشرفية,ارمن كاثوليك,أنثى,686,474,غرفة رقم ٥,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبو الطائفة ارمن كاثوليك من سجل ٥٠٤ إلى سجل ٦٨٧,مدرسة روبنيان ارمنية  –  اول شارع البدوي غرفة رقم ٥,66,اشرفية,ارمن كاثوليك,ذكر,687,504,غرفة رقم ٥,مدرسة روبنيان ارمنية  –  اول شارع البدوي,https://maps.app.goo.gl/GLzoheyYhC4FBtsVA,"33.89198761782499, 35.53312234478427"
ناخبو الطائفة شيعي من سجل ٤ إلى سجل ١٠٣,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ١",530,زقاق البلاط,شيعي,ذكر,103,4,"غرفة رقم
 ١",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ١٠٦ إلى سجل ١٧٥,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٢",531,زقاق البلاط,شيعي,ذكر,175,106,"غرفة رقم
 ٢",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ١٧٦ إلى سجل ٢٥٩,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٣",532,زقاق البلاط,شيعي,ذكر,259,176,"غرفة رقم
 ٣",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٢٦١ إلى سجل ٣٤٨,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٤",533,زقاق البلاط,شيعي,ذكر,348,261,"غرفة رقم
 ٤",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٣٤٩ إلى سجل ٤٢١,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٥",534,زقاق البلاط,شيعي,ذكر,421,349,"غرفة رقم
 ٥",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٤٢٣ إلى سجل ٥٠٥,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٦",535,زقاق البلاط,شيعي,ذكر,505,423,"غرفة رقم
 ٦",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٥٠٧ إلى سجل ٥٧٩,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٧",536,زقاق البلاط,شيعي,ذكر,579,507,"غرفة رقم
 ٧",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٥٨٠ إلى سجل ٦٧٧,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٨",537,زقاق البلاط,شيعي,ذكر,677,580,"غرفة رقم
 ٨",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة شيعي من سجل ٦٧٨ إلى سجل ٧٩٨,"مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر غرفة رقم
 ٩",538,زقاق البلاط,شيعي,ذكر,798,678,"غرفة رقم
 ٩",مدرسة زقاق البلاط الرسمية المختلطة قرب المخفر,https://maps.app.goo.gl/9gMgMjrzRf56dGtr9,"33.89507199938547, 35.50134735187218"
ناخبو الطائفة روم ارثوذكس من سجل ٤ إلى سجل ١٤٦,مدرسة سلمى الصايغ – غرفة رقم ١,1,اشرفية,روم ارثوذكس,ذكر,146,4,غرفة رقم ١,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ١٤٧ إلى سجل ٣٨٩,مدرسة سلمى الصايغ – غرفة رقم ٢,2,اشرفية,روم ارثوذكس,ذكر,389,147,غرفة رقم ٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ٣٩٣ إلى سجل ٦٦٠,مدرسة سلمى الصايغ – غرفة رقم ٣,3,اشرفية,روم ارثوذكس,ذكر,660,393,غرفة رقم ٣,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ٦٦١ إلى سجل ٨٩٦,مدرسة سلمى الصايغ – غرفة رقم ٤,4,اشرفية,روم ارثوذكس,ذكر,896,661,غرفة رقم ٤,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ٨٩٧ إلى سجل ١١٨٩,مدرسة سلمى الصايغ – غرفة رقم ٥,5,اشرفية,روم ارثوذكس,ذكر,1189,897,غرفة رقم ٥,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ١١٩٢ إلى سجل ١٣٩٧,مدرسة سلمى الصايغ – غرفة رقم ٦,6,اشرفية,روم ارثوذكس,ذكر,1397,1192,غرفة رقم ٦,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ١٣٩٨ إلى سجل ١٦٨٧,مدرسة سلمى الصايغ – غرفة رقم ٧,7,اشرفية,روم ارثوذكس,ذكر,1687,1398,غرفة رقم ٧,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة روم ارثوذكس من سجل ١٦٨٨ إلى سجل ١٩٤٣,مدرسة سلمى الصايغ – غرفة رقم ٨,8,اشرفية,روم ارثوذكس,ذكر,1943,1688,غرفة رقم ٨,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة لاتين من سجل ٤ إلى سجل ٣٩٠,مدرسة سلمى الصايغ – غرفة رقم ٩,78,اشرفية,لاتين,ذكر,390,4,غرفة رقم ٩,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة ااسرائيلي من سجل ١ إلى سجل ٦,مدرسة سلمى الصايغ – غرفة رقم ١٠,79,اشرفية,اسرائيلي,ذكر,6,1,غرفة رقم ١٠,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة انجيلي من سجل ٣ إلى سجل ٢٧٦,مدرسة سلمى الصايغ – غرفة رقم ١٠,79,اشرفية,انجيلي,ذكر,276,3,غرفة رقم ١٠,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة علوي من سجل ١ إلى سجل ٣٣,مدرسة سلمى الصايغ – غرفة رقم ١٠,79,اشرفية,علوي,ذكر,33,1,غرفة رقم ١٠,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة كلدان من سجل ١١ إلى سجل ٩٣,مدرسة سلمى الصايغ – غرفة رقم ١٠,79,اشرفية,كلدان,ذكر,93,11,غرفة رقم ١٠,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة لاتين من سجل ٣٩١ إلى سجل ٧٤٧,مدرسة سلمى الصايغ – غرفة رقم ١٠,79,اشرفية,لاتين,ذكر,747,391,غرفة رقم ١٠,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة لاتين من سجل ٤ إلى سجل ٤١٦,مدرسة سلمى الصايغ – غرفة رقم ١١,80,اشرفية,لاتين,أنثى,416,4,غرفة رقم ١١,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة ااسرائيلي من سجل ١ إلى سجل ٥,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,اسرائيلي,أنثى,5,1,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة انجيلي من سجل ٢ إلى سجل ٢٧٦,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,انجيلي,أنثى,276,2,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة علوي من سجل ١ إلى سجل ٣٩,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,علوي,أنثى,39,1,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة كلدان من سجل ٢٠ إلى سجل ٩٣,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,كلدان,أنثى,93,20,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة لاتين من سجل ٤١٧ إلى سجل ٧٧٦,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,لاتين,أنثى,776,417,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبات الطائفة مختلط من سجل ١ إلى سجل ١,مدرسة سلمى الصايغ – غرفة رقم ١٢,81,اشرفية,مختلط,أنثى,1,1,غرفة رقم ١٢,مدرسة سلمى الصايغ الرسمية للبنات,https://maps.app.goo.gl/hFdqhLiKrEWfD1kC8,"33.885460351674915, 35.516742173228536"
ناخبو الطائفة سني من سجل ٦٦١١ إلى سجل ٦٩٤٠,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١",173,المزرعة,سني,ذكر,6940,6611,غرفة رقم ١,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبو الطائفة سني من سجل ٦٩٤١ إلى سجل ٧٢٩١,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٢",174,المزرعة,سني,ذكر,7291,6941,غرفة رقم ٢,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبو الطائفة سني من سجل ٧٢٩٢ إلى سجل ٧٧٥٧,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٣",175,المزرعة,سني,ذكر,7757,7292,غرفة رقم ٣,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ١ إلى سجل ٧٥,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٤",176,المزرعة,سني,أنثى,75,1,غرفة رقم ٤,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٧٦ إلى سجل ١٥٥,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٥",177,المزرعة,سني,أنثى,155,76,غرفة رقم ٥,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ١٥٨ إلى سجل ٢٢٨,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٦",178,المزرعة,سني,أنثى,228,158,غرفة رقم ٦,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٢٢٩ إلى سجل ٢٩٥,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٧",179,المزرعة,سني,أنثى,295,229,غرفة رقم ٧,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٢٩٦ إلى سجل ٣٦٩,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٨",180,المزرعة,سني,أنثى,369,296,غرفة رقم ٨,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٣٧٠ إلى سجل ٤٣١,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ٩",181,المزرعة,سني,أنثى,431,370,غرفة رقم ٩,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٤٣٣ إلى سجل ٥١٣,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١٠",182,المزرعة,سني,أنثى,513,433,غرفة رقم ١٠,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٥١٤ إلى سجل ٥٨١,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١١",183,المزرعة,سني,أنثى,581,514,غرفة رقم ١١,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٥٨٢ إلى سجل ٦٤٦,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١٢",184,المزرعة,سني,أنثى,646,582,غرفة رقم ١٢,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٦٤٧ إلى سجل ٧٠٧,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١٣",185,المزرعة,سني,أنثى,707,647,غرفة رقم ١٣,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبات الطائفة سني من سجل ٧٠٨ إلى سجل ٧٧٦,"مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب
 البلدي غرفة رقم ١٤",186,المزرعة,سني,أنثى,776,708,غرفة رقم ١٤,مدرسة عمر الزعني المتوسطة الرسمية المختلطة – الملعب البلدي,https://maps.app.goo.gl/9oj5718aejbZxbQF8,"33.8753108919101, 35.499715006438066"
ناخبو الطائفة سني من سجل ١٢١٨ إلى سجل ١٣٠٠,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ١",281,المصيطبة,سني,ذكر,1300,1218,غرفة رقم ١,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
ناخبو الطائفة سني من سجل ١٣٠١ إلى سجل ١٣٨١,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ٢",282,المصيطبة,سني,ذكر,1381,1301,غرفة رقم ٢,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
ناخبو الطائفة سني من سجل ١٣٨٢ إلى سجل ١٤٥١,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ٣",283,المصيطبة,سني,ذكر,1451,1382,غرفة رقم ٣,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
ناخبو الطائفة سني من سجل ١٤٥٣ إلى سجل ١٥٣٧,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ٤",284,المصيطبة,سني,ذكر,1537,1453,غرفة رقم ٤,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
ناخبو الطائفة سني من سجل ١٥٣٨ إلى سجل ١٦١٨,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ٥",285,المصيطبة,سني,ذكر,1618,1538,غرفة رقم ٥,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
ناخبو الطائفة سني من سجل ١٦١٩ إلى سجل ١٦٨٧,"مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة
 الرياضية غرفة رقم ٦",286,المصيطبة,سني,ذكر,1687,1619,غرفة رقم ٦,مدرسة عمر فاخوري الإبتدائية المختلطة مقابل المدينة الرياضية,https://maps.app.goo.gl/C1facrrKmvNdjXw46,"33.868944879325234, 35.492162144791735"
